Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
1,United Kingdom,Northwich,England,GB3SJ,,145.687500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,53.220000,-2.520000,0:00
1,United Kingdom,Northwich,England,GB7DH  B,GB7DH  G,439.587500,DUP-,9.000000,DV,,,YES,Approximate,53.200000,-2.500000,0:00
1,United Kingdom,Northwich,England,GB7SJ,,433.175000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.220000,-2.520000,0:00
1,United Kingdom,Norwich,England,GB3NB,,145.625000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,52.570000,1.330000,0:00
1,United Kingdom,Norwich,England,GB3NR,,433.000000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.630000,1.280000,0:00
1,United Kingdom,Norwich,England,GB7DS  B,GB7DS  G,439.425000,DUP-,9.000000,DV,,,YES,Approximate,52.650000,1.290000,0:00
1,United Kingdom,Norwich,England,GB7NB  B,GB7NB  G,439.687500,DUP-,9.000000,DV,,,YES,Approximate,52.570000,1.330000,0:00
1,United Kingdom,Nottingham,England,GB3FU,,145.750000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,53.000000,-1.200000,0:00
1,United Kingdom,Nottingham,England,GB3NF,,145.625000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,53.000000,-1.100000,0:00
1,United Kingdom,Nottingham,England,GB3NM,,433.175000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.000000,-1.100000,0:00
1,United Kingdom,Nottingham,England,GB3NU,,439.325000,DUP-,9.000000,FM,TONE,71.9Hz,YES,Approximate,53.000000,-1.100000,0:00
1,United Kingdom,Nottingham,England,GB3NU  B,GB3NU  G,439.325000,DUP-,9.000000,DV,,,YES,Approximate,53.000000,-1.100000,0:00
1,United Kingdom,Nottingham,No CTCSS,GB7FU,,430.887500,DUP+,7.600000,FM,OFF,88.5Hz,YES,Approximate,53.000000,-1.200000,0:00
1,United Kingdom,Nottingham,England,GB7NR  B,GB7NR  G,439.437500,DUP-,9.000000,DV,,,YES,Approximate,52.990000,-1.110000,0:00
1,United Kingdom,Omagh,Northern,GB3OM,,430.950000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,54.670000,-7.210000,0:00
1,United Kingdom,Omagh,Northern,GB3WT,,145.775000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,54.670000,-7.210000,0:00
1,United Kingdom,Omagh,Northern,GB7WT  B,GB7WT  G,439.600000,DUP-,9.000000,DV,,,YES,Approximate,54.690000,-7.400000,0:00
1,United Kingdom,Otley,England,GB3WF,,433.350000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.890000,-1.690000,0:00
1,United Kingdom,Paisley,Scotland,GB3PA,,145.625000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,55.910000,-4.590000,0:00
1,United Kingdom,Peel,England,GB3IM P,,430.875000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,54.220000,-4.700000,0:00
1,United Kingdom,Pembroke,Wales &,GB3SP,,433.100000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.670000,-4.830000,0:00
1,United Kingdom,Perth,Scotland,GB3PR,,145.675000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,56.370000,-3.460000,0:00
1,United Kingdom,Perth,Scotland,GB3PU,,433.000000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,56.370000,-3.460000,0:00
1,United Kingdom,Peterborough,England,GB3PE,,145.675000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,52.500000,-0.350000,0:00
1,United Kingdom,Plymouth,England,GB7IE,,145.675000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.390000,-4.110000,0:00
1,United Kingdom,Polperro,England,GB3DQ,,430.975000,DUP+,7.600000,FM,TONE,77.0Hz,YES,Approximate,50.340000,-4.510000,0:00
1,United Kingdom,Pontypridd,Wales &,GB3BC,,145.750000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,51.610000,-3.300000,0:00
1,United Kingdom,Poole,England,GB7SZ,,430.937500,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,50.730000,-1.940000,0:00
1,United Kingdom,Port Talbot,Wales &,GB3WG,,430.875000,DUP+,7.600000,FM,TONE,94.8Hz,YES,Approximate,51.630000,-3.760000,0:00
1,United Kingdom,Port Talbot,Wales &,GB3WW,,145.775000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,51.630000,-3.760000,0:00
1,United Kingdom,Prescot,England,GB3PT,,430.862500,DUP+,7.600000,FM,TONE,94.8Hz,YES,Approximate,53.500000,-2.900000,0:00
1,United Kingdom,Preston,England,GB3PN,,430.950000,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,53.760000,-2.690000,0:00
1,United Kingdom,Preston,England,GB3PP,,433.375000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.700000,-2.600000,0:00
1,United Kingdom,Ramsey  Iom,England,GB3IM R,,430.825000,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,54.360000,-4.390000,0:00
1,United Kingdom,Reading,England,GB3RD,,145.675000,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,51.520000,-1.200000,0:00
1,United Kingdom,Reading,England,GB3RU,,433.275000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,51.450000,-1.040000,0:00
1,United Kingdom,Richmond Yorks,England,GB3IR,,145.762500,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,54.410000,-1.750000,0:00
1,United Kingdom,Roche,England,GB3HB,,433.375000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,50.380000,-4.830000,0:00
1,United Kingdom,Roche,England,GB3NC,,145.725000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.380000,-4.830000,0:00
1,United Kingdom,Rochester,England,GB3IK,,145.762500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,51.400000,0.490000,0:00
1,United Kingdom,Romford,England,GB7HH  B,GB7HH  G,439.750000,DUP-,9.000000,DV,,,YES,Approximate,51.570000,0.180000,0:00
1,United Kingdom,Royston,England,GB3PI,,145.750000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,52.010000,0.000000,0:00
1,United Kingdom,Royston,England,GB7PI  B,GB7PI  G,439.762500,DUP-,9.000000,DV,,,YES,Approximate,52.010000,0.000000,0:00
1,United Kingdom,Royston,England,GB7PT  B,GB7PT  G,439.712500,DUP-,9.000000,DV,,,YES,Approximate,52.010000,0.000000,0:00
1,United Kingdom,Royston,England,GB7PX  B,GB7PX  G,439.775000,DUP-,9.000000,DV,,,YES,Approximate,52.010000,0.000000,0:00
1,United Kingdom,Rugby,England,GB3ME,,433.150000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.390000,-1.250000,0:00
1,United Kingdom,Rye,England,GB7RY,,430.950000,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,50.950000,0.610000,0:00
1,United Kingdom,Sanquhar,Scotland,GB3LA,,145.712500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,55.380000,-3.750000,0:00
1,United Kingdom,Selkirk,Scotland,GB7EY  B,GB7EY  G,439.512500,DUP-,9.000000,DV,,,YES,Approximate,55.500000,-2.800000,0:00
1,United Kingdom,Sheffield,England,GB3AB,,433.375000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.420000,-1.540000,0:00
1,United Kingdom,Sheffield,England,GB3US,,433.000000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.300000,-1.500000,0:00
1,United Kingdom,Sheffield,England,GB7SF  C,GB7SF  G,145.737500,DUP-,0.600000,DV,,,YES,Approximate,53.420000,-1.440000,0:00
1,United Kingdom,Sheffield,England,GB7SH,,430.962500,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,53.420000,-1.440000,0:00
1,United Kingdom,Shipley,England,GB3TP,,145.725000,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,53.830000,-1.800000,0:00
1,United Kingdom,Shipley,England,GB3XL,,430.887500,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,53.830000,-1.760000,0:00
1,United Kingdom,Shipley,England,GB7TP  B,GB7TP  G,439.687500,DUP-,9.000000,DV,,,YES,Approximate,53.830000,-1.800000,0:00
1,United Kingdom,Shrewsbury,Wales &,GB3LH,,433.375000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,52.660000,-2.780000,0:00
1,United Kingdom,Sidmouth,England,GB3SW,,145.712500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.700000,-3.200000,0:00
1,United Kingdom,Silverton,England,GB3EX,,430.950000,DUP+,7.600000,FM,TONE,77.0Hz,YES,Approximate,50.840000,-3.470000,0:00
1,United Kingdom,Skegness,England,GB3SR,,430.912500,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,53.070000,0.190000,0:00
1,United Kingdom,Skegness,England,GB7DL  B,GB7DL  G,439.675000,DUP-,9.000000,DV,,,YES,Approximate,53.160000,0.320000,0:00
1,United Kingdom,Snaefell Iom,England,GB3GD,,145.625000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,54.260000,-4.460000,0:00
1,United Kingdom,Southampton,England,GB3SH,,145.662500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,50.900000,-1.330000,0:00
1,United Kingdom,Southampton,England,GB3SU,,433.200000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.900000,-1.330000,0:00
1,United Kingdom,Southampton,England,GB7IV  C,GB7IV  G,145.775000,DUP-,0.600000,DV,,,YES,Approximate,50.900000,-1.330000,0:00
1,United Kingdom,South Cave,England,GB7HU  B,GB7HU  G,439.487500,DUP-,9.000000,DV,,,YES,Approximate,53.780000,-0.550000,0:00
1,United Kingdom,South Nutfield,England,GB3IP,,430.975000,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,51.220000,-0.150000,0:00
1,United Kingdom,Southport,England,GB3OA,,145.612500,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,53.650000,-3.000000,0:00
1,United Kingdom,Southport,England,GB3OA  C,GB3OA  G,145.612500,DUP-,0.600000,DV,,,YES,Approximate,53.650000,-3.000000,0:00
1,United Kingdom,South Shields,England,GB3ZN,,145.637500,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,54.990000,-1.440000,0:00
1,United Kingdom,Spilsby Lincs.,England,GB3FR,,145.775000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,53.170000,0.030000,0:00
1,United Kingdom,Stafford,England,GB3SV,,145.612500,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,52.770000,-2.160000,0:00
1,United Kingdom,Stafford,England,GB3ZI,,430.975000,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,52.800000,-2.100000,0:00
1,United Kingdom,Staines Upon Tha,England,GB3ML,,430.912500,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,51.430000,-0.510000,0:00
1,United Kingdom,Staines Upon Tha,England,GB3ML  B,GB3ML  G,430.912500,DUP+,7.600000,DV,,,YES,Approximate,51.430000,-0.510000,0:00
1,United Kingdom,Stamford,England,GB3SA,,430.962500,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,52.630000,-0.510000,0:00
1,United Kingdom,St Austell,England,GB7MC  B,GB7MC  G,439.537500,DUP-,9.000000,DV,,,YES,Approximate,50.300000,-4.900000,0:00
1,United Kingdom,St. Helens,England,GB7DV  B,GB7DV  G,439.612500,DUP-,9.000000,DV,,,YES,Approximate,53.440000,-2.770000,0:00
1,United Kingdom,St Helier,England,GB3GJ,,145.637500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,49.200000,-2.110000,0:00
1,United Kingdom,St Helier,England,GB7GJ,,430.900000,DUP+,7.600000,FM,TONE,88.5Hz,YES,Approximate,49.200000,-2.110000,0:00
1,United Kingdom,St Helier,England,GB7JI  B,GB7JI  G,430.850000,DUP+,7.600000,DV,,,YES,Approximate,49.200000,-2.120000,0:00
1,United Kingdom,Stibb Cross,England,GB3DN,,145.637500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.920000,-4.260000,0:00
1,United Kingdom,Stirling,Scotland,GB3FE,,145.662500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,56.110000,-3.850000,0:00
1,United Kingdom,Stirling,Scotland,GB3FV,,430.812500,DUP+,7.600000,FM,TONE,88.5Hz,YES,Approximate,56.100000,-3.900000,0:00
1,United Kingdom,Stirling,Scotland,GB7FE  B,GB7FE  G,439.475000,DUP-,9.000000,DV,,,YES,Approximate,56.110000,-3.850000,0:00
1,United Kingdom,St Monans,Scotland,GB7SM,,439.587500,DUP-,9.000000,FM,TONE,103.5Hz,YES,Approximate,56.200000,-2.800000,0:00
1,United Kingdom,St Monans,Scotland,GB7SM  B,GB7SM  G,439.587500,DUP-,9.000000,DV,,,YES,Approximate,56.200000,-2.800000,0:00
1,United Kingdom,St Neots,England,GB3OV,,433.125000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.270000,-0.180000,0:00
1,United Kingdom,Stockport,England,GB3MR,,433.350000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.330000,-2.040000,0:00
1,United Kingdom,Stoke On Trent,England,GB3SM,,433.325000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.040000,-1.910000,0:00
1,United Kingdom,Stoke On Trent,England,GB3ST,,433.225000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.000000,-2.100000,0:00
1,United Kingdom,Stoke On Trent,England,GB3VT  C,GB3VT  G,145.725000,DUP-,0.600000,DV,,,YES,Approximate,53.000000,-2.100000,0:00
1,United Kingdom,Stornoway,Scotland,GB3IG,,145.775000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,58.180000,-6.580000,0:00
1,United Kingdom,Stourbridge,England,GB3KC,,430.900000,DUP+,7.600000,FM,TONE,67.0Hz,YES,Approximate,52.440000,-2.120000,0:00
1,United Kingdom,Stourport On Sev,Wales &,GB3KR,,430.812500,DUP+,7.600000,FM,TONE,118.8Hz,YES,Approximate,52.340000,-2.260000,0:00
1,United Kingdom,Stranraer,Scotland,GB7DK,,145.687500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,54.900000,-5.050000,0:00
1,United Kingdom,Stranraer,Scotland,GB7DK  B,GB7DK  G,439.650000,DUP-,9.000000,DV,,,YES,Approximate,54.900000,-5.050000,0:00
1,United Kingdom,Stroud,England,GB3SG,,430.912500,DUP+,7.600000,FM,TONE,118.8Hz,YES,Approximate,51.700000,-2.200000,0:00
1,United Kingdom,Sunderland,England,GB3TS,,433.175000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,54.850000,-1.440000,0:00
1,United Kingdom,Swindon,England,GB3TD,,438.387500,DUP-,7.600000,FM,TONE,118.8Hz,YES,Approximate,51.490000,-1.700000,0:00
1,United Kingdom,Swindon,England,GB3WH,,145.650000,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,51.530000,-1.660000,0:00
1,United Kingdom,Tarvin,England,GB7WX  B,GB7WX  G,439.512500,DUP-,9.000000,DV,,,YES,Approximate,53.190000,-2.770000,0:00
1,United Kingdom,Telford,Wales &,GB3TF,,433.200000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,52.660000,-2.520000,0:00
1,United Kingdom,Tenbury Wells,Wales &,GB3VM,,145.612500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,52.380000,-2.600000,0:00
1,United Kingdom,Tenbury Wells,Wales &,GB7VO  B,GB7VO  G,439.700000,DUP-,9.000000,DV,,,YES,Approximate,52.380000,-2.600000,0:00
1,United Kingdom,Thirsk,England,GB3HG,,145.625000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,54.230000,-1.210000,0:00
1,United Kingdom,Torquay,England,GB3TR,,145.650000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,50.500000,-3.530000,0:00
1,United Kingdom,Torquay,England,GB7TQ,,430.887500,DUP+,7.600000,FM,TONE,94.8Hz,YES,Approximate,50.500000,-3.530000,0:00
1,United Kingdom,Towcester,England,GB3NP,,430.887500,DUP+,7.600000,FM,TONE,77.0Hz,YES,Approximate,52.170000,-1.030000,0:00
1,United Kingdom,Tring Herts,England,GB3TU,,433.225000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,51.770000,-0.690000,0:00
1,United Kingdom,Upper Largo,Scotland,GB3FF,,145.600000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,56.200000,-2.900000,0:00
1,United Kingdom,Ventnor,England,GB3IW,,433.225000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.600000,-1.200000,0:00
1,United Kingdom,Wakefield,England,GB3BW,,430.812500,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,53.620000,-1.410000,0:00
1,United Kingdom,Wakefield,England,GB3YW,,145.787500,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,53.640000,-1.660000,0:00
1,United Kingdom,Wakefield,England,GB7WY  B,GB7WY  G,439.512500,DUP-,9.000000,DV,,,YES,Approximate,53.720000,-1.540000,0:00
1,United Kingdom,Warrington,England,GB7WC  B,GB7WC  G,439.487500,DUP-,9.000000,DV,,,YES,Approximate,53.340000,-2.640000,0:00
1,United Kingdom,Washington,England,GB3UK,,145.612500,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,54.920000,-1.500000,0:00
1,United Kingdom,Washington,England,GB3UK  C,GB3UK  G,145.612500,DUP-,0.600000,DV,,,YES,Approximate,54.920000,-1.500000,0:00
1,United Kingdom,Washington,England,GB7GW,,430.812500,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,54.920000,-1.500000,0:00
1,United Kingdom,Washington,England,GB7GW  B,GB7GW  G,430.812500,DUP+,7.600000,DV,,,YES,Approximate,54.920000,-1.500000,0:00
1,United Kingdom,Wells Norfolk,England,GB3NN,,433.050000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.910000,0.830000,0:00
1,United Kingdom,Welwyn Garden Ci,England,GB3VH,,433.325000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.810000,-0.220000,0:00
1,United Kingdom,Weston Super Mar,England,GB3WB,,433.300000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.320000,-2.950000,0:00
1,United Kingdom,Weston Super Mar,England,GB3WE,,145.687500,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,51.320000,-2.950000,0:00
1,United Kingdom,Weston Super Mar,England,GB3WE  C,GB3WE  G,145.687500,DUP-,0.600000,DV,,,YES,Approximate,51.320000,-2.950000,0:00
1,United Kingdom,Weston Super Mar,England,GB7WB  B,GB7WB  G,439.487500,DUP-,9.000000,DV,,,YES,Approximate,51.320000,-2.950000,0:00
1,United Kingdom,Weymouth,No CTCSS,GB3DR,,145.737500,DUP-,0.600000,FM,OFF,88.5Hz,YES,Approximate,50.550000,-2.440000,0:00
1,United Kingdom,Weymouth,England,GB3SD,,433.350000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.670000,-2.460000,0:00
1,United Kingdom,Whitby,England,GB7RW,,145.600000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,54.430000,-0.570000,0:00
1,United Kingdom,Whitby,England,GB7RW  C,GB7RW  G,145.600000,DUP-,0.600000,DV,,,YES,Approximate,54.430000,-0.570000,0:00
1,United Kingdom,Wickhambrook,England,GB3EA,,145.687500,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,52.190000,0.550000,0:00
1,United Kingdom,Wigan,England,GB3EG,,430.912500,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,53.560000,-2.650000,0:00
1,United Kingdom,Wigan,England,GB7JL,,430.962500,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,53.480000,-2.580000,0:00
1,United Kingdom,Wimborne,England,GB3PB,,145.625000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,50.810000,-1.920000,0:00
1,United Kingdom,Wisbech,England,GB3WI,,433.375000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.700000,0.200000,0:00
1,United Kingdom,Withernsea,England,GB3SO,,433.000000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.740000,0.030000,0:00
1,United Kingdom,Withernsea,England,GB3SO  B,GB3SO  G,433.000000,DUP+,1.600000,DV,,,YES,Approximate,53.740000,0.030000,0:00
1,United Kingdom,Woburn Sands,England,GB7CG,,145.712500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,52.020000,-0.650000,0:00
1,United Kingdom,Woking,England,GB7WK  B,GB7WK  G,439.512500,DUP-,9.000000,DV,,,YES,Approximate,51.300000,-0.600000,0:00
1,United Kingdom,Wolverhampton,England,GB3IC,,433.125000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.600000,-2.100000,0:00
1,United Kingdom,Worcester,Wales &,GB3NW,,145.625000,DUP-,0.600000,FM,TONE,67.0Hz,YES,Approximate,52.190000,-2.180000,0:00
1,United Kingdom,Worcester,Wales &,GB3WU,,430.825000,DUP+,7.600000,FM,TONE,118.8Hz,YES,Approximate,52.200000,-2.210000,0:00
1,United Kingdom,Worksop,England,GB3DS,,433.325000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.300000,-1.130000,0:00
1,United Kingdom,Worksop,England,GB3XN,,430.925000,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,53.380000,-1.120000,0:00
1,United Kingdom,Worthing,England,GB3RW,,145.600000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,50.800000,-0.400000,0:00
1,United Kingdom,Worthing,England,GB7CQ  B,GB7CQ  G,439.612500,DUP-,9.000000,DV,,,YES,Approximate,50.800000,-0.400000,0:00
1,United Kingdom,Wrexham,Wales &,GB3UO,,430.950000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,53.000000,-3.080000,0:00
1,United Kingdom,Wrexham,Wales &,GB3VO,,145.637500,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,53.000000,-3.080000,0:00
1,United Kingdom,Wrexham,Wales &,GB7WH,,439.375000,DUP-,9.000000,FM,TONE,110.9Hz,YES,Approximate,53.100000,-3.000000,0:00
1,United Kingdom,Wymondham,England,GB3NZ,,145.600000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,52.570000,1.110000,0:00
1,United Kingdom,Wymondham,England,GB3VW,,430.812500,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,52.570000,1.110000,0:00
1,United Kingdom,Wythall,England,GB3WL,,430.950000,DUP+,7.600000,FM,TONE,67.0Hz,YES,Approximate,52.380000,-1.890000,0:00
1,United Kingdom,Wythall,England,GB3WL  B,GB3WL  G,430.950000,DUP+,7.600000,DV,,,YES,Approximate,52.380000,-1.890000,0:00
1,United Kingdom,York,England,GB3CY,,430.862500,DUP+,7.600000,FM,TONE,88.5Hz,YES,Approximate,53.920000,-1.150000,0:00
